geneID,v5_gene_id,category,keep_flag,gene_name,annotation
Zm00001eb071090,Zm00001eb071090,Fst_landraces_N,1,,
Zm00001eb205550,Zm00001eb205550,Fst_landraces_N,1,,
Zm00001eb042970,Zm00001eb042970,Fst_landraces_N,1,,
Zm00001eb033150,Zm00001eb033150,Fst_landraces_N,1,,
Zm00001eb211050,Zm00001eb211050,Fst_landraces_N,1,,
Zm00001eb415420,Zm00001eb415420,Fst_landraces_N,1,,
Zm00001eb105360,Zm00001eb105360,Fst_landraces_N,1,,
Zm00001eb266340,Zm00001eb266340,Fst_landraces_N,1,,
Zm00001eb358720,Zm00001eb358720,Fst_landraces_N,1,,
Zm00001eb023870,Zm00001eb023870,Fst_landraces_N,1,,
Zm00001eb425270,Zm00001eb425270,Fst_landraces_N,1,,
Zm00001eb127150,Zm00001eb127150,Fst_landraces_N,1,,
Zm00001eb419490,Zm00001eb419490,Fst_landraces_N,1,,
Zm00001eb349670,Zm00001eb349670,Fst_landraces_N,1,,
Zm00001eb022160,Zm00001eb022160,Fst_landraces_N,1,,
Zm00001eb360910,Zm00001eb360910,Fst_landraces_N,1,,
Zm00001eb152350,Zm00001eb152350,Fst_landraces_N,1,,
Zm00001eb156060,Zm00001eb156060,Fst_landraces_N,1,,
Zm00001eb433900,Zm00001eb433900,Fst_landraces_N,1,,
Zm00001eb224280,Zm00001eb224280,Fst_landraces_N,1,,
Zm00001eb346400,Zm00001eb346400,Fst_landraces_N,1,,
Zm00001eb365940,Zm00001eb365940,Fst_landraces_N,1,,
Zm00001eb065950,Zm00001eb065950,Fst_landraces_N,1,,
Zm00001eb009510,Zm00001eb009510,Fst_landraces_N,1,,
Zm00001eb231250,Zm00001eb231250,Fst_landraces_N,1,,
Zm00001eb085200,Zm00001eb085200,Fst_landraces_N,1,,
Zm00001eb138210,Zm00001eb138210,Fst_landraces_N,1,,
Zm00001eb143240,Zm00001eb143240,Fst_landraces_N,1,,
Zm00001eb201440,Zm00001eb201440,Fst_landraces_N,1,,
Zm00001eb411150,Zm00001eb411150,Fst_landraces_N,1,,
Zm00001eb126980,Zm00001eb126980,Fst_landraces_N,1,,
Zm00001eb250310,Zm00001eb250310,Fst_landraces_N,1,,
Zm00001eb133480,Zm00001eb133480,Fst_landraces_N,1,,
Zm00001eb152320,Zm00001eb152320,Fst_landraces_N,1,,
Zm00001eb415660,Zm00001eb415660,Fst_landraces_N,1,,
Zm00001eb211480,Zm00001eb211480,Fst_landraces_N,1,,
Zm00001eb093640,Zm00001eb093640,Fst_landraces_N,1,,
Zm00001eb104810,Zm00001eb104810,Fst_landraces_N,1,,
Zm00001eb073810,Zm00001eb073810,Fst_landraces_N,1,,
Zm00001eb048220,Zm00001eb048220,Fst_landraces_N,1,,
Zm00001eb399270,Zm00001eb399270,Fst_landraces_N,1,,
Zm00001eb357090,Zm00001eb357090,Fst_landraces_N,1,,
Zm00001eb052970,Zm00001eb052970,Fst_landraces_N,1,,
Zm00001eb033820,Zm00001eb033820,Fst_landraces_N,1,,
Zm00001eb128020,Zm00001eb128020,Fst_landraces_N,1,,
Zm00001eb346150,Zm00001eb346150,Fst_landraces_N,1,,
Zm00001eb151510,Zm00001eb151510,Fst_landraces_N,1,,
Zm00001eb407610,Zm00001eb407610,Fst_landraces_N,1,,
Zm00001eb269160,Zm00001eb269160,Fst_landraces_N,1,,
Zm00001eb411880,Zm00001eb411880,Fst_landraces_N,1,,
Zm00001eb418690,Zm00001eb418690,Fst_landraces_N,1,,
Zm00001eb233420,Zm00001eb233420,Fst_landraces_N,1,,
Zm00001eb388020,Zm00001eb388020,Fst_landraces_N,1,,
Zm00001eb082790,Zm00001eb082790,Fst_landraces_N,1,,
Zm00001eb108690,Zm00001eb108690,Fst_landraces_N,1,,
Zm00001eb128920,Zm00001eb128920,Fst_landraces_N,1,,
Zm00001eb411190,Zm00001eb411190,Fst_landraces_N,1,,
Zm00001eb128420,Zm00001eb128420,Fst_landraces_N,1,,
Zm00001eb082100,Zm00001eb082100,Fst_landraces_N,1,,
Zm00001eb086220,Zm00001eb086220,Fst_landraces_N,1,,
Zm00001eb308000,Zm00001eb308000,Fst_landraces_N,1,,
Zm00001eb129030,Zm00001eb129030,Fst_landraces_N,1,,
Zm00001eb098540,Zm00001eb098540,Fst_landraces_N,1,,
Zm00001eb414050,Zm00001eb414050,Fst_landraces_N,1,,
Zm00001eb364740,Zm00001eb364740,Fst_landraces_N,1,,
Zm00001eb006660,Zm00001eb006660,Fst_landraces_N,1,,
Zm00001eb140990,Zm00001eb140990,Fst_landraces_N,1,,
Zm00001eb145630,Zm00001eb145630,Fst_landraces_N,1,,
Zm00001eb233270,Zm00001eb233270,Fst_landraces_N,1,,
Zm00001eb154590,Zm00001eb154590,Fst_landraces_N,1,,
Zm00001eb095260,Zm00001eb095260,Fst_landraces_N,1,,
Zm00001eb287860,Zm00001eb287860,Fst_landraces_N,1,,
Zm00001eb173820,Zm00001eb173820,Fst_landraces_N,1,,
Zm00001eb414030,Zm00001eb414030,Fst_landraces_N,1,,
Zm00001eb087460,Zm00001eb087460,Fst_landraces_N,1,,
Zm00001eb385280,Zm00001eb385280,Fst_landraces_N,1,,
Zm00001eb394310,Zm00001eb394310,Fst_landraces_N,1,,
Zm00001eb346620,Zm00001eb346620,Fst_landraces_N,1,,
Zm00001eb340350,Zm00001eb340350,Fst_landraces_N,1,,
Zm00001eb166180,Zm00001eb166180,Fst_landraces_N,1,,
Zm00001eb139650,Zm00001eb139650,Fst_landraces_N,1,,
Zm00001eb045530,Zm00001eb045530,Fst_landraces_N,1,,
Zm00001eb394520,Zm00001eb394520,Fst_landraces_N,1,,
Zm00001eb360250,Zm00001eb360250,Fst_landraces_N,1,,
Zm00001eb355420,Zm00001eb355420,Fst_landraces_N,1,,
Zm00001eb150550,Zm00001eb150550,Fst_landraces_N,1,,
Zm00001eb012280,Zm00001eb012280,Fst_landraces_N,1,,
Zm00001eb174450,Zm00001eb174450,Fst_landraces_N,1,,
Zm00001eb014110,Zm00001eb014110,Fst_landraces_N,1,,
Zm00001eb159910,Zm00001eb159910,Fst_landraces_N,1,,
Zm00001eb105310,Zm00001eb105310,Fst_landraces_N,1,,
Zm00001eb342660,Zm00001eb342660,Fst_landraces_N,1,,
Zm00001eb244170,Zm00001eb244170,Fst_landraces_N,1,,
Zm00001eb005710,Zm00001eb005710,GWAS_GBS_landraces_N,1,,
Zm00001eb022740,Zm00001eb022740,GWAS_GBS_landraces_N,1,,
Zm00001eb030640,Zm00001eb030640,GWAS_GBS_landraces_N,1,,
Zm00001eb067810,Zm00001eb067810,GWAS_GBS_landraces_N,1,,
Zm00001eb075500,Zm00001eb075500,GWAS_GBS_landraces_N,1,,
Zm00001eb100890,Zm00001eb100890,GWAS_GBS_landraces_N,1,,
Zm00001eb100900,Zm00001eb100900,GWAS_GBS_landraces_N,1,,
Zm00001eb104820,Zm00001eb104820,GWAS_GBS_landraces_N,1,,
Zm00001eb105770,Zm00001eb105770,GWAS_GBS_landraces_N,1,,
Zm00001eb107580,Zm00001eb107580,GWAS_GBS_landraces_N,1,,
Zm00001eb107590,Zm00001eb107590,GWAS_GBS_landraces_N,1,,
Zm00001eb107620,Zm00001eb107620,GWAS_GBS_landraces_N,1,,
Zm00001eb115490,Zm00001eb115490,GWAS_GBS_landraces_N,1,,
Zm00001eb118100,Zm00001eb118100,GWAS_GBS_landraces_N,1,,
Zm00001eb152050,Zm00001eb152050,GWAS_GBS_landraces_N,1,,
Zm00001eb152160,Zm00001eb152160,GWAS_GBS_landraces_N,1,,
Zm00001eb152860,Zm00001eb152860,GWAS_GBS_landraces_N,1,,
Zm00001eb175980,Zm00001eb175980,GWAS_GBS_landraces_N,1,,
Zm00001eb220040,Zm00001eb220040,GWAS_GBS_landraces_N,1,,
Zm00001eb220050,Zm00001eb220050,GWAS_GBS_landraces_N,1,,
Zm00001eb250940,Zm00001eb250940,GWAS_GBS_landraces_N,1,,
Zm00001eb267640,Zm00001eb267640,GWAS_GBS_landraces_N,1,,
Zm00001eb276850,Zm00001eb276850,GWAS_GBS_landraces_N,1,,
Zm00001eb276860,Zm00001eb276860,GWAS_GBS_landraces_N,1,,
Zm00001eb289560,Zm00001eb289560,GWAS_GBS_landraces_N,1,,
Zm00001eb289570,Zm00001eb289570,GWAS_GBS_landraces_N,1,,
Zm00001eb289580,Zm00001eb289580,GWAS_GBS_landraces_N,1,,
Zm00001eb297110,Zm00001eb297110,GWAS_GBS_landraces_N,1,,
Zm00001eb297120,Zm00001eb297120,GWAS_GBS_landraces_N,1,,
Zm00001eb302190,Zm00001eb302190,GWAS_GBS_landraces_N,1,,
Zm00001eb314630,Zm00001eb314630,GWAS_GBS_landraces_N,1,,
Zm00001eb322600,Zm00001eb322600,GWAS_GBS_landraces_N,1,,
Zm00001eb323770,Zm00001eb323770,GWAS_GBS_landraces_N,1,,
Zm00001eb336450,Zm00001eb336450,GWAS_GBS_landraces_N,1,,
Zm00001eb336460,Zm00001eb336460,GWAS_GBS_landraces_N,1,,
Zm00001eb343460,Zm00001eb343460,GWAS_GBS_landraces_N,1,,
Zm00001eb358660,Zm00001eb358660,GWAS_GBS_landraces_N,1,,
Zm00001eb361900,Zm00001eb361900,GWAS_GBS_landraces_N,1,,
Zm00001eb373660,Zm00001eb373660,GWAS_GBS_landraces_N,1,,
Zm00001eb375450,Zm00001eb375450,GWAS_GBS_landraces_N,1,,
Zm00001eb393120,Zm00001eb393120,GWAS_GBS_landraces_N,1,,
Zm00001eb393130,Zm00001eb393130,GWAS_GBS_landraces_N,1,,
Zm00001eb399660,Zm00001eb399660,GWAS_GBS_landraces_N,1,,
Zm00001eb399680,Zm00001eb399680,GWAS_GBS_landraces_N,1,,
Zm00001eb421700,Zm00001eb421700,GWAS_GBS_landraces_N,1,,
Zm00001eb427190,Zm00001eb427190,GWAS_GBS_landraces_N,1,,
Zm00001eb427210,Zm00001eb427210,GWAS_GBS_landraces_N,1,,
Zm00001eb401330,Zm00001eb401330,GWAS_GBS_landraces_N,1,,
Zm00001eb401340,Zm00001eb401340,GWAS_GBS_landraces_N,1,,
Zm00001eb359990,Zm00001eb359990,GWAS_GBS_landraces_N,1,,
Zm00001eb399680,Zm00001eb399680,GWAS_PHG_landraces_N,1,,
Zm00001eb399660,Zm00001eb399660,GWAS_PHG_landraces_N,1,,
Zm00001eb421980,Zm00001eb421980,GWAS_PHG_landraces_N,1,,
Zm00001eb277480,Zm00001eb277480,GWAS_PHG_landraces_N,1,,
Zm00001eb054460,Zm00001eb054460,GWAS_PHG_landraces_N,1,,
Zm00001eb421930,Zm00001eb421930,GWAS_PHG_landraces_N,1,,
Zm00001eb373660,Zm00001eb373660,GWAS_PHG_landraces_N,1,,
Zm00001eb031250,Zm00001eb031250,GWAS_PHG_landraces_N,1,,
Zm00001eb277490,Zm00001eb277490,GWAS_PHG_landraces_N,1,,
Zm00001eb112760,Zm00001eb112760,GWAS_PHG_landraces_N,1,,
Zm00001eb199810,Zm00001eb199810,GWAS_PHG_landraces_N,1,,
Zm00001eb199820,Zm00001eb199820,GWAS_PHG_landraces_N,1,,
Zm00001eb421940,Zm00001eb421940,GWAS_PHG_landraces_N,1,,
Zm00001eb151450,Zm00001eb151450,GWAS_PHG_landraces_N,1,,
Zm00001eb199800,Zm00001eb199800,GWAS_PHG_landraces_N,1,,
Zm00001eb032340,Zm00001eb032340,GWAS_PHG_landraces_N,1,,
Zm00001eb201350,Zm00001eb201350,GWAS_PHG_landraces_N,1,,
Zm00001eb054470,Zm00001eb054470,GWAS_PHG_landraces_N,1,,
Zm00001eb355340,Zm00001eb355340,GWAS_PHG_landraces_N,1,,
Zm00001eb250330,Zm00001eb250330,GWAS_PHG_landraces_N,1,,
Zm00001eb201230,Zm00001eb201230,GWAS_PHG_landraces_N,1,,
Zm00001eb250480,Zm00001eb250480,GWAS_PHG_landraces_N,1,,
Zm00001eb418480,Zm00001eb418480,GWAS_PHG_landraces_N,1,,
Zm00001eb151440,Zm00001eb151440,GWAS_PHG_landraces_N,1,,
Zm00001eb384970,Zm00001eb384970,GWAS_PHG_landraces_N,1,,
Zm00001eb355300,Zm00001eb355300,GWAS_PHG_landraces_N,1,,
Zm00001eb151470,Zm00001eb151470,GWAS_PHG_landraces_N,1,,
Zm00001eb151480,Zm00001eb151480,GWAS_PHG_landraces_N,1,,
Zm00001eb127020,Zm00001eb127020,GWAS_PHG_landraces_N,1,,
Zm00001eb289030,Zm00001eb289030,GWAS_PHG_landraces_N,1,,
Zm00001eb418470,Zm00001eb418470,GWAS_PHG_landraces_N,1,,
Zm00001eb127010,Zm00001eb127010,GWAS_PHG_landraces_N,1,,
Zm00001eb031280,Zm00001eb031280,GWAS_PHG_landraces_N,1,,
Zm00001eb343670,Zm00001eb343670,GWAS_PHG_landraces_N,1,,
Zm00001eb202390,Zm00001eb202390,GWAS_PHG_landraces_N,1,,
Zm00001eb235240,Zm00001eb235240,GWAS_PHG_landraces_N,1,,
Zm00001eb418690,Zm00001eb418690,GWAS_PHG_landraces_N,1,,
Zm00001eb050340,Zm00001eb050340,GWAS_PHG_landraces_N,1,,
Zm00001eb379470,Zm00001eb379470,GWAS_PHG_landraces_N,1,,
Zm00001eb202370,Zm00001eb202370,GWAS_PHG_landraces_N,1,,
Zm00001eb151200,Zm00001eb151200,GWAS_PHG_landraces_N,1,,
Zm00001eb286890,Zm00001eb286890,GWAS_PHG_landraces_N,1,,
Zm00001eb019720,Zm00001eb019720,GWAS_PHG_landraces_N,1,,
Zm00001eb009130,Zm00001eb009130,GWAS_PHG_landraces_N,1,,
Zm00001eb130060,Zm00001eb130060,GWAS_PHG_landraces_N,1,,
Zm00001eb312740,Zm00001eb312740,GWAS_PHG_landraces_N,1,,
Zm00001eb181760,Zm00001eb181760,GWAS_PHG_landraces_N,1,,
Zm00001eb403750,Zm00001eb403750,GWAS_PHG_landraces_N,1,,
Zm00001eb137200,Zm00001eb137200,GWAS_PHG_landraces_N,1,,
Zm00001eb273940,Zm00001eb273940,GWAS_PHG_landraces_N,1,,
Zm00001eb014850,Zm00001eb014850,GWAS_PHG_landraces_N,1,,
Zm00001eb384950,Zm00001eb384950,GWAS_PHG_landraces_N,1,,
Zm00001eb235270,Zm00001eb235270,GWAS_PHG_landraces_N,1,,
Zm00001eb199160,Zm00001eb199160,GWAS_PHG_landraces_N,1,,
Zm00001eb130280,Zm00001eb130280,GWAS_PHG_landraces_N,1,,
Zm00001eb235230,Zm00001eb235230,GWAS_PHG_landraces_N,1,,
Zm00001eb031310,Zm00001eb031310,GWAS_PHG_landraces_N,1,,
Zm00001eb132380,Zm00001eb132380,GWAS_PHG_landraces_N,1,,
Zm00001eb002680,Zm00001eb002680,Fst_IC_stover,1,,
Zm00001eb002690,Zm00001eb002690,Fst_IC_stover,1,,
Zm00001eb002700,Zm00001eb002700,Fst_IC_stover,1,,
Zm00001eb002720,Zm00001eb002720,Fst_IC_stover,1,,
Zm00001eb008170,Zm00001eb008170,Fst_IC_stover,1,,
Zm00001eb017520,Zm00001eb017520,Fst_IC_stover,1,,
Zm00001eb020590,Zm00001eb020590,Fst_IC_stover,1,,
Zm00001eb020600,Zm00001eb020600,Fst_IC_stover,1,,
Zm00001eb020660,Zm00001eb020660,Fst_IC_stover,1,,
Zm00001eb040180,Zm00001eb040180,Fst_IC_stover,1,,
Zm00001eb040190,Zm00001eb040190,Fst_IC_stover,1,,
Zm00001eb071710,Zm00001eb071710,Fst_IC_stover,1,,
Zm00001eb071720,Zm00001eb071720,Fst_IC_stover,1,,
Zm00001eb074040,Zm00001eb074040,Fst_IC_stover,1,,
Zm00001eb074060,Zm00001eb074060,Fst_IC_stover,1,,
Zm00001eb074070,Zm00001eb074070,Fst_IC_stover,1,,
Zm00001eb074080,Zm00001eb074080,Fst_IC_stover,1,,
Zm00001eb074100,Zm00001eb074100,Fst_IC_stover,1,,
Zm00001eb074120,Zm00001eb074120,Fst_IC_stover,1,,
Zm00001eb074140,Zm00001eb074140,Fst_IC_stover,1,,
Zm00001eb074150,Zm00001eb074150,Fst_IC_stover,1,,
Zm00001eb074210,Zm00001eb074210,Fst_IC_stover,1,,
Zm00001eb074220,Zm00001eb074220,Fst_IC_stover,1,,
Zm00001eb074310,Zm00001eb074310,Fst_IC_stover,1,,
Zm00001eb084590,Zm00001eb084590,Fst_IC_stover,1,,
Zm00001eb086370,Zm00001eb086370,Fst_IC_stover,1,,
Zm00001eb091200,Zm00001eb091200,Fst_IC_stover,1,,
Zm00001eb091240,Zm00001eb091240,Fst_IC_stover,1,,
Zm00001eb091350,Zm00001eb091350,Fst_IC_stover,1,,
Zm00001eb091360,Zm00001eb091360,Fst_IC_stover,1,,
Zm00001eb091670,Zm00001eb091670,Fst_IC_stover,1,,
Zm00001eb094610,Zm00001eb094610,Fst_IC_stover,1,,
Zm00001eb098430,Zm00001eb098430,Fst_IC_stover,1,,
Zm00001eb098700,Zm00001eb098700,Fst_IC_stover,1,,
Zm00001eb098910,Zm00001eb098910,Fst_IC_stover,1,,
Zm00001eb098960,Zm00001eb098960,Fst_IC_stover,1,,
Zm00001eb099120,Zm00001eb099120,Fst_IC_stover,1,,
Zm00001eb099170,Zm00001eb099170,Fst_IC_stover,1,,
Zm00001eb099410,Zm00001eb099410,Fst_IC_stover,1,,
Zm00001eb099420,Zm00001eb099420,Fst_IC_stover,1,,
Zm00001eb099530,Zm00001eb099530,Fst_IC_stover,1,,
Zm00001eb100260,Zm00001eb100260,Fst_IC_stover,1,,
Zm00001eb100350,Zm00001eb100350,Fst_IC_stover,1,,
Zm00001eb101820,Zm00001eb101820,Fst_IC_stover,1,,
Zm00001eb101840,Zm00001eb101840,Fst_IC_stover,1,,
Zm00001eb101860,Zm00001eb101860,Fst_IC_stover,1,,
Zm00001eb102970,Zm00001eb102970,Fst_IC_stover,1,,
Zm00001eb111400,Zm00001eb111400,Fst_IC_stover,1,,
Zm00001eb125480,Zm00001eb125480,Fst_IC_stover,1,,
Zm00001eb135980,Zm00001eb135980,Fst_IC_stover,1,,
Zm00001eb137220,Zm00001eb137220,Fst_IC_stover,1,,
Zm00001eb138310,Zm00001eb138310,Fst_IC_stover,1,,
Zm00001eb138330,Zm00001eb138330,Fst_IC_stover,1,,
Zm00001eb141810,Zm00001eb141810,Fst_IC_stover,1,,
Zm00001eb141830,Zm00001eb141830,Fst_IC_stover,1,,
Zm00001eb145340,Zm00001eb145340,Fst_IC_stover,1,,
Zm00001eb145370,Zm00001eb145370,Fst_IC_stover,1,,
Zm00001eb145380,Zm00001eb145380,Fst_IC_stover,1,,
Zm00001eb145390,Zm00001eb145390,Fst_IC_stover,1,,
Zm00001eb145400,Zm00001eb145400,Fst_IC_stover,1,,
Zm00001eb150840,Zm00001eb150840,Fst_IC_stover,1,,
Zm00001eb150880,Zm00001eb150880,Fst_IC_stover,1,,
Zm00001eb150960,Zm00001eb150960,Fst_IC_stover,1,,
Zm00001eb151200,Zm00001eb151200,Fst_IC_stover,1,,
Zm00001eb151220,Zm00001eb151220,Fst_IC_stover,1,,
Zm00001eb151380,Zm00001eb151380,Fst_IC_stover,1,,
Zm00001eb151430,Zm00001eb151430,Fst_IC_stover,1,,
Zm00001eb151440,Zm00001eb151440,Fst_IC_stover,1,,
Zm00001eb156310,Zm00001eb156310,Fst_IC_stover,1,,
Zm00001eb156320,Zm00001eb156320,Fst_IC_stover,1,,
Zm00001eb156330,Zm00001eb156330,Fst_IC_stover,1,,
Zm00001eb156340,Zm00001eb156340,Fst_IC_stover,1,,
Zm00001eb162310,Zm00001eb162310,Fst_IC_stover,1,,
Zm00001eb162920,Zm00001eb162920,Fst_IC_stover,1,,
Zm00001eb162930,Zm00001eb162930,Fst_IC_stover,1,,
Zm00001eb162950,Zm00001eb162950,Fst_IC_stover,1,,
Zm00001eb168450,Zm00001eb168450,Fst_IC_stover,1,,
Zm00001eb168470,Zm00001eb168470,Fst_IC_stover,1,,
Zm00001eb168480,Zm00001eb168480,Fst_IC_stover,1,,
Zm00001eb168550,Zm00001eb168550,Fst_IC_stover,1,,
Zm00001eb168560,Zm00001eb168560,Fst_IC_stover,1,,
Zm00001eb168570,Zm00001eb168570,Fst_IC_stover,1,,
Zm00001eb173330,Zm00001eb173330,Fst_IC_stover,1,,
Zm00001eb173350,Zm00001eb173350,Fst_IC_stover,1,,
Zm00001eb173360,Zm00001eb173360,Fst_IC_stover,1,,
Zm00001eb173700,Zm00001eb173700,Fst_IC_stover,1,,
Zm00001eb173710,Zm00001eb173710,Fst_IC_stover,1,,
Zm00001eb173730,Zm00001eb173730,Fst_IC_stover,1,,
Zm00001eb173820,Zm00001eb173820,Fst_IC_stover,1,,
Zm00001eb173880,Zm00001eb173880,Fst_IC_stover,1,,
Zm00001eb173940,Zm00001eb173940,Fst_IC_stover,1,,
Zm00001eb174990,Zm00001eb174990,Fst_IC_stover,1,,
Zm00001eb176260,Zm00001eb176260,Fst_IC_stover,1,,
Zm00001eb176270,Zm00001eb176270,Fst_IC_stover,1,,
Zm00001eb176300,Zm00001eb176300,Fst_IC_stover,1,,
Zm00001eb176470,Zm00001eb176470,Fst_IC_stover,1,,
Zm00001eb177820,Zm00001eb177820,Fst_IC_stover,1,,
Zm00001eb177850,Zm00001eb177850,Fst_IC_stover,1,,
Zm00001eb177870,Zm00001eb177870,Fst_IC_stover,1,,
Zm00001eb177920,Zm00001eb177920,Fst_IC_stover,1,,
Zm00001eb177930,Zm00001eb177930,Fst_IC_stover,1,,
Zm00001eb178000,Zm00001eb178000,Fst_IC_stover,1,,
Zm00001eb178010,Zm00001eb178010,Fst_IC_stover,1,,
Zm00001eb178070,Zm00001eb178070,Fst_IC_stover,1,,
Zm00001eb178110,Zm00001eb178110,Fst_IC_stover,1,,
Zm00001eb178360,Zm00001eb178360,Fst_IC_stover,1,,
Zm00001eb178370,Zm00001eb178370,Fst_IC_stover,1,,
Zm00001eb178400,Zm00001eb178400,Fst_IC_stover,1,,
Zm00001eb178500,Zm00001eb178500,Fst_IC_stover,1,,
Zm00001eb178520,Zm00001eb178520,Fst_IC_stover,1,,
Zm00001eb178750,Zm00001eb178750,Fst_IC_stover,1,,
Zm00001eb179000,Zm00001eb179000,Fst_IC_stover,1,,
Zm00001eb179260,Zm00001eb179260,Fst_IC_stover,1,,
Zm00001eb179280,Zm00001eb179280,Fst_IC_stover,1,,
Zm00001eb179550,Zm00001eb179550,Fst_IC_stover,1,,
Zm00001eb182620,Zm00001eb182620,Fst_IC_stover,1,,
Zm00001eb182780,Zm00001eb182780,Fst_IC_stover,1,,
Zm00001eb183010,Zm00001eb183010,Fst_IC_stover,1,,
Zm00001eb183170,Zm00001eb183170,Fst_IC_stover,1,,
Zm00001eb183710,Zm00001eb183710,Fst_IC_stover,1,,
Zm00001eb183760,Zm00001eb183760,Fst_IC_stover,1,,
Zm00001eb183770,Zm00001eb183770,Fst_IC_stover,1,,
Zm00001eb184150,Zm00001eb184150,Fst_IC_stover,1,,
Zm00001eb184650,Zm00001eb184650,Fst_IC_stover,1,,
Zm00001eb184730,Zm00001eb184730,Fst_IC_stover,1,,
Zm00001eb186920,Zm00001eb186920,Fst_IC_stover,1,,
Zm00001eb187200,Zm00001eb187200,Fst_IC_stover,1,,
Zm00001eb189050,Zm00001eb189050,Fst_IC_stover,1,,
Zm00001eb201220,Zm00001eb201220,Fst_IC_stover,1,,
Zm00001eb201230,Zm00001eb201230,Fst_IC_stover,1,,
Zm00001eb201260,Zm00001eb201260,Fst_IC_stover,1,,
Zm00001eb201290,Zm00001eb201290,Fst_IC_stover,1,,
Zm00001eb202240,Zm00001eb202240,Fst_IC_stover,1,,
Zm00001eb202260,Zm00001eb202260,Fst_IC_stover,1,,
Zm00001eb203980,Zm00001eb203980,Fst_IC_stover,1,,
Zm00001eb203990,Zm00001eb203990,Fst_IC_stover,1,,
Zm00001eb204000,Zm00001eb204000,Fst_IC_stover,1,,
Zm00001eb204010,Zm00001eb204010,Fst_IC_stover,1,,
Zm00001eb204020,Zm00001eb204020,Fst_IC_stover,1,,
Zm00001eb204890,Zm00001eb204890,Fst_IC_stover,1,,
Zm00001eb204900,Zm00001eb204900,Fst_IC_stover,1,,
Zm00001eb205600,Zm00001eb205600,Fst_IC_stover,1,,
Zm00001eb205620,Zm00001eb205620,Fst_IC_stover,1,,
Zm00001eb206700,Zm00001eb206700,Fst_IC_stover,1,,
Zm00001eb206730,Zm00001eb206730,Fst_IC_stover,1,,
Zm00001eb206740,Zm00001eb206740,Fst_IC_stover,1,,
Zm00001eb206750,Zm00001eb206750,Fst_IC_stover,1,,
Zm00001eb206760,Zm00001eb206760,Fst_IC_stover,1,,
Zm00001eb215280,Zm00001eb215280,Fst_IC_stover,1,,
Zm00001eb225150,Zm00001eb225150,Fst_IC_stover,1,,
Zm00001eb225360,Zm00001eb225360,Fst_IC_stover,1,,
Zm00001eb225380,Zm00001eb225380,Fst_IC_stover,1,,
Zm00001eb270090,Zm00001eb270090,Fst_IC_stover,1,,
Zm00001eb271150,Zm00001eb271150,Fst_IC_stover,1,,
Zm00001eb280900,Zm00001eb280900,Fst_IC_stover,1,,
Zm00001eb287340,Zm00001eb287340,Fst_IC_stover,1,,
Zm00001eb332360,Zm00001eb332360,Fst_IC_stover,1,,
Zm00001eb332380,Zm00001eb332380,Fst_IC_stover,1,,
Zm00001eb332400,Zm00001eb332400,Fst_IC_stover,1,,
Zm00001eb332450,Zm00001eb332450,Fst_IC_stover,1,,
Zm00001eb335180,Zm00001eb335180,Fst_IC_stover,1,,
Zm00001eb335330,Zm00001eb335330,Fst_IC_stover,1,,
Zm00001eb335340,Zm00001eb335340,Fst_IC_stover,1,,
Zm00001eb335350,Zm00001eb335350,Fst_IC_stover,1,,
Zm00001eb337380,Zm00001eb337380,Fst_IC_stover,1,,
Zm00001eb352710,Zm00001eb352710,Fst_IC_stover,1,,
Zm00001eb354270,Zm00001eb354270,Fst_IC_stover,1,,
Zm00001eb354280,Zm00001eb354280,Fst_IC_stover,1,,
Zm00001eb354680,Zm00001eb354680,Fst_IC_stover,1,,
Zm00001eb355170,Zm00001eb355170,Fst_IC_stover,1,,
Zm00001eb356950,Zm00001eb356950,Fst_IC_stover,1,,
Zm00001eb367930,Zm00001eb367930,Fst_IC_stover,1,,
Zm00001eb367970,Zm00001eb367970,Fst_IC_stover,1,,
Zm00001eb369170,Zm00001eb369170,Fst_IC_stover,1,,
Zm00001eb369200,Zm00001eb369200,Fst_IC_stover,1,,
Zm00001eb369210,Zm00001eb369210,Fst_IC_stover,1,,
Zm00001eb369240,Zm00001eb369240,Fst_IC_stover,1,,
Zm00001eb369250,Zm00001eb369250,Fst_IC_stover,1,,
Zm00001eb369260,Zm00001eb369260,Fst_IC_stover,1,,
Zm00001eb369750,Zm00001eb369750,Fst_IC_stover,1,,
Zm00001eb369770,Zm00001eb369770,Fst_IC_stover,1,,
Zm00001eb369780,Zm00001eb369780,Fst_IC_stover,1,,
Zm00001eb373290,Zm00001eb373290,Fst_IC_stover,1,,
Zm00001eb373300,Zm00001eb373300,Fst_IC_stover,1,,
Zm00001eb373380,Zm00001eb373380,Fst_IC_stover,1,,
Zm00001eb373390,Zm00001eb373390,Fst_IC_stover,1,,
Zm00001eb374670,Zm00001eb374670,Fst_IC_stover,1,,
Zm00001eb380440,Zm00001eb380440,Fst_IC_stover,1,,
Zm00001eb380460,Zm00001eb380460,Fst_IC_stover,1,,
Zm00001eb380500,Zm00001eb380500,Fst_IC_stover,1,,
Zm00001eb380520,Zm00001eb380520,Fst_IC_stover,1,,
Zm00001eb380850,Zm00001eb380850,Fst_IC_stover,1,,
Zm00001eb381710,Zm00001eb381710,Fst_IC_stover,1,,
Zm00001eb381720,Zm00001eb381720,Fst_IC_stover,1,,
